Training with hyperparameters: alpha=0.05, lambda=0.0001
Training data: ./Syn_8_8_8_2_10000/syn_biny/rp30.train.npz
Test data:     ./Syn_8_8_8_2_10000/syn_biny/rn30.test.npz
Loaded data with shape [9000,26]
Defining graph...

Training on experiment 1/10...
0	Obj: 0.6976,	F: 0.6931,	Cf: 0.693,	Imb: 0.0072,	Val: 0.693,	ValImb: 0.0074,	ValObj: 0.70	ate_train: 0.0000,	pehe_train: 0.0000	ate_ood: 0.0000,	pehe_ood: 0.0000,	Acc: 55.86%,	cAcc: 48.05%
1900	Obj: 0.3023,	F: 0.0581,	Cf: 0.212,	Imb: 24,	Val: 0.165,	ValImb: 26,	ValObj: 0.42	ate_train: -0.0129,	pehe_train: 0.8350	ate_ood: 0.0085,	pehe_ood: 0.5634,	Acc: 99.61%,	cAcc: 90.23%
2000	Obj: 0.2745,	F: 0.0401,	Cf: 0.232,	Imb: 22,	Val: 0.161,	ValImb: 24,	ValObj: 0.41	ate_train: -0.0116,	pehe_train: 0.8324	ate_ood: 0.0032,	pehe_ood: 0.5439,	Acc: 100.00%,	cAcc: 94.14%
2100	Obj: 0.2863,	F: 0.0394,	Cf: 0.244,	Imb: 24,	Val: 0.162,	ValImb: 26,	ValObj: 0.42	ate_train: -0.0058,	pehe_train: 0.8355	ate_ood: 0.0126,	pehe_ood: 0.5760,	Acc: 100.00%,	cAcc: 94.14%
2200	Obj: 0.2658,	F: 0.0334,	Cf: 0.243,	Imb: 21,	Val: 0.171,	ValImb: 24,	ValObj: 0.42	ate_train: -0.0123,	pehe_train: 0.8331	ate_ood: 0.0141,	pehe_ood: 0.5603,	Acc: 100.00%,	cAcc: 92.58%
2300	Obj: 0.2766,	F: 0.0306,	Cf: 0.257,	Imb: 24,	Val: 0.162,	ValImb: 26,	ValObj: 0.42	ate_train: -0.0097,	pehe_train: 0.8251	ate_ood: 0.0141,	pehe_ood: 0.5478,	Acc: 99.61%,	cAcc: 91.02%
2400	Obj: 0.2801,	F: 0.0337,	Cf: 0.270,	Imb: 24,	Val: 0.174,	ValImb: 26,	ValObj: 0.43	ate_train: -0.0137,	pehe_train: 0.8039	ate_ood: 0.0055,	pehe_ood: 0.5304,	Acc: 100.00%,	cAcc: 93.75%
2500	Obj: 0.2650,	F: 0.0289,	Cf: 0.261,	Imb: 22,	Val: 0.171,	ValImb: 24,	ValObj: 0.42	ate_train: -0.0085,	pehe_train: 0.8411	ate_ood: -0.0005,	pehe_ood: 0.5412,	Acc: 99.61%,	cAcc: 92.19%
2600	Obj: 0.2666,	F: 0.0247,	Cf: 0.277,	Imb: 23,	Val: 0.183,	ValImb: 25,	ValObj: 0.43	ate_train: -0.0123,	pehe_train: 0.8169	ate_ood: 0.0133,	pehe_ood: 0.5192,	Acc: 99.61%,	cAcc: 92.19%
2700	Obj: 0.2722,	F: 0.0269,	Cf: 0.268,	Imb: 24,	Val: 0.178,	ValImb: 26,	ValObj: 0.43	ate_train: -0.0103,	pehe_train: 0.8362	ate_ood: 0.0127,	pehe_ood: 0.5599,	Acc: 99.61%,	cAcc: 91.80%
2800	Obj: 0.2612,	F: 0.0226,	Cf: 0.268,	Imb: 22,	Val: 0.174,	ValImb: 25,	ValObj: 0.42	ate_train: -0.0103,	pehe_train: 0.8441	ate_ood: 0.0165,	pehe_ood: 0.5652,	Acc: 99.61%,	cAcc: 88.67%
2900	Obj: 0.2581,	F: 0.0203,	Cf: 0.296,	Imb: 22,	Val: 0.182,	ValImb: 24,	ValObj: 0.43	ate_train: -0.0100,	pehe_train: 0.8477	ate_ood: 0.0153,	pehe_ood: 0.5797,	Acc: 100.00%,	cAcc: 92.19%
3000	Obj: 0.2544,	F: 0.0182,	Cf: 0.288,	Imb: 22,	Val: 0.187,	ValImb: 24,	ValObj: 0.43	ate_train: -0.0048,	pehe_train: 0.8542	ate_ood: 0.0246,	pehe_ood: 0.5681,	Acc: 99.61%,	cAcc: 92.19%
3100	Obj: 0.2573,	F: 0.0140,	Cf: 0.293,	Imb: 23,	Val: 0.194,	ValImb: 25,	ValObj: 0.45	ate_train: -0.0096,	pehe_train: 0.8335	ate_ood: 0.0156,	pehe_ood: 0.5353,	Acc: 100.00%,	cAcc: 94.14%
3200	Obj: 0.2607,	F: 0.0148,	Cf: 0.306,	Imb: 24,	Val: 0.195,	ValImb: 26,	ValObj: 0.45	ate_train: -0.0134,	pehe_train: 0.8470	ate_ood: 0.0191,	pehe_ood: 0.5476,	Acc: 99.61%,	cAcc: 90.23%
3300	Obj: 0.2513,	F: 0.0146,	Cf: 0.321,	Imb: 22,	Val: 0.195,	ValImb: 24,	ValObj: 0.44	ate_train: -0.0066,	pehe_train: 0.8332	ate_ood: 0.0170,	pehe_ood: 0.5579,	Acc: 99.22%,	cAcc: 93.75%
3400	Obj: 0.2578,	F: 0.0137,	Cf: 0.310,	Imb: 24,	Val: 0.191,	ValImb: 26,	ValObj: 0.44	ate_train: -0.0107,	pehe_train: 0.8436	ate_ood: 0.0187,	pehe_ood: 0.5407,	Acc: 100.00%,	cAcc: 92.19%
3500	Obj: 0.2605,	F: 0.0130,	Cf: 0.334,	Imb: 24,	Val: 0.196,	ValImb: 26,	ValObj: 0.45	ate_train: -0.0077,	pehe_train: 0.8385	ate_ood: 0.0176,	pehe_ood: 0.5651,	Acc: 99.61%,	cAcc: 90.23%
3600	Obj: 0.2551,	F: 0.0145,	Cf: 0.327,	Imb: 23,	Val: 0.200,	ValImb: 25,	ValObj: 0.45	ate_train: -0.0037,	pehe_train: 0.8454	ate_ood: 0.0157,	pehe_ood: 0.5668,	Acc: 100.00%,	cAcc: 92.19%
3700	Obj: 0.2534,	F: 0.0119,	Cf: 0.326,	Imb: 23,	Val: 0.197,	ValImb: 25,	ValObj: 0.45	ate_train: -0.0071,	pehe_train: 0.8524	ate_ood: 0.0136,	pehe_ood: 0.5567,	Acc: 100.00%,	cAcc: 92.58%
